评论id,老师id,老师姓名,发表时间,点赞减去点踩数量,点赞量,点踩量,内容
135370,10,罗孟波,2021-05-08 15:14:36,0,0,0,老师很用心
136055,10,罗孟波,2021-06-10 11:06:58,0,0,0,真的负责认真，小测居多，坚持点名，给分求是，上次小测提交有问题他也是查了很久才帮改分数，人很和蔼！
136144,10,罗孟波,2021-06-11 09:24:35,0,0,0,上课挺好 但是也经常点名
136753,10,罗孟波,2021-06-24 03:59:07,0,0,0,罗老师人真的超级好！！！
136984,10,罗孟波,2021-06-29 06:16:10,1,1,0,我爱死罗孟波老师了！转专业之后修大物甲还选罗老师的课！
137154,10,罗孟波,2021-07-01 14:08:13,0,1,1,缺课了一次平时分还是满的，爱老师
138399,10,罗孟波,2021-07-09 02:30:19,1,1,0,老师人超可爱! \n\n会有很多稀奇古怪的小测试，但是幸好有这个测试很多知识点都记住了！\n\n永远爱罗孟波老师 喜提97 ！
152407,10,罗孟波,2022-04-08 13:03:26,3,3,0,建议像罗孟波老师这样纯粹的老师给我来一万打。
153132,10,罗孟波,2022-04-26 03:42:39,2,2,0,基里夫人
153735,10,罗孟波,2022-05-10 00:53:32,1,1,0,很好的老师，作业小测什么的都很宽松，好评好评
157117,10,罗孟波,2022-06-22 03:12:17,3,3,0,好可爱的老教授，非常严肃正经的在搞笑，ppt也做的很清楚，复习的时候直接看ppt就好了。
157118,10,罗孟波,2022-06-22 03:12:56,2,2,0,老师的课堂氛围很轻松又严谨，对同学们的提问也是有问必答，非常求是的老师。上课听到罗老师笑起来都会忍不住跟着一起笑
157124,10,罗孟波,2022-06-22 03:28:49,1,1,0,前半期非常多小测和点名，后半期点名依旧很多，小测稍微少了一些。总之认真跟着老师的讲解不要掉队，不管有没有基础都能学好的！非常非常负责的老师！
157181,10,罗孟波,2022-06-22 08:07:23,1,1,0,上课不错，PPT有用，可惜期中前的点名略多后面又小测偏多+求是给分（真的是一分都不加），不多评价了
158517,10,罗孟波,2022-06-30 02:32:33,11,12,1,讲课真的好，很认真负责，点名+小测+作业\n\n\n\n平时作业满分五分，折算平时分的时候，5分记0.1，4分3分2分都记0，有点难过十几次作业4分等于白做。。sad（\n\n可惜总评不给调分，59挂掉了
171129,10,罗孟波,2023-03-16 10:46:01,3,3,0,讲课很有条理，上课幽默风趣，老罗的tu头和口音了真是太亲切了
174280,10,罗孟波,2023-06-09 00:16:35,1,2,1,老师人很好，但是太严格，早上车坏了迟到了两分钟签到就不给补了T_T
174836,10,罗孟波,2023-06-19 01:13:43,5,5,0,期末考前来评分，一个真正的师者，大师。负责认真是他为师的底色，探讨物理问题时的认真与微笑，告诉我们什么是热爱
175372,10,罗孟波,2023-06-24 09:22:44,1,2,1,妈的，好喜欢罗老师的讲课方式，但是我没选上，我的大物丙是听罗老师的网课学的，妈的，讲太好了艹
175742,10,罗孟波,2023-06-26 11:13:08,2,2,0,老师很亲切也很负责，是一个即使让人听不懂课也能听得很开心的老师。只可惜自己没有好好学
177193,10,罗孟波,2023-07-02 05:05:10,2,2,0,点名和随堂测试特别多，不适合考前突击类型的选手选，好好学的确是能学到东西。
177259,10,罗孟波,2023-07-02 12:44:01,0,0,0,老师人很好，讲课认真且条理清晰，为人也很亲切负责。关于老师本人的溢美之词无需多言，老师的评分和同学们的评价已经说明了一切，只是想说一说关于给分的事情。大物课程组对于给分的要求很严格，平时分平均分布是硬性规定，老师也没办法做更改，期中期末的分数更是实打实的没办法更改，所以所有大物老师给分都很“求是”。选罗老师的课绝对入股不亏！
177387,10,罗孟波,2023-07-03 06:00:45,0,0,0,lmb老师人很好，课也讲的很不错，只是我太菜了😭😭没有学过物理，这个学期的课程基本上都听得迷迷糊糊，只知道几个公式🤯期末不出意外的寄了ww 这个学期我听到最欣慰的一句话是，lmb老师和第一排的同学说他理解有些同学不能理解这门课，因为他们没有学过 感谢lmb老师理解我不理解！
192686,10,罗孟波,2024-05-28 06:57:45,0,0,0,给的分不高绝对不是因为lmb老师讲的不好。lmb老师的课，大概可以说是“贪生怕死勿入此门”；我确实没见过可以做到，第一节课课前随机抽人问四五个问题，课后点名，第二节课课后当场小测的hhhh\n\n可能是这门课本身内容比较多，再加上我比较愚钝，lmb老师讲的对我来说有些快；但他确实也讲得好，讲得精，对公式背后的原理都细细分析。确实是一位很爱物理的老师。
194614,10,罗孟波,2024-06-24 15:08:12,1,1,0,好老师，无须赘言
194740,10,罗孟波,2024-06-25 07:43:54,0,0,0,我的神！！！！！
195008,10,罗孟波,2024-06-26 08:49:28,0,0,0,非常有趣的老师！一本正经地搞笑哈哈哈。经常会在课上让同学起来回答问题，但是每次请完之后都会说感谢大家的回答，一时卡壳也会得到提示，会带着你做题。会有挺多小测的。总之是不怎么能全程摸鱼的课，但是能保证你在大考临近的时候不会有这么大的压力。
195251,10,罗孟波,2024-06-27 12:24:51,0,0,0,老师非常非常负责，期末前会发历年卷和答案，讲课风格幽默，但是求是是真的很求是，小测也很多（有时猝不及防），取得高分看个人
195528,10,罗孟波,2024-06-28 15:20:31,0,0,0,非常求是的老师，虽然评分高但还是慎重选择，每隔几章有阶段性测试，小测也有点多，在学在浙大按总分排名赋平时分。我期中期末均90，平时分扣了总评8分属实有点难顶。老师的教学水平很高，PPT很详细，有小结有例题，还会主动发历年卷，别的班的可以看罗老师的智云。
216974,10,罗孟波,2025-03-30 15:35:34,5,6,1,好烦，基本每节课都点名或者小测，感觉已经完蛋了
220584,10,罗孟波,2025-06-18 15:31:24,1,1,0,罗老师的课很严格，经常小测和点名，尤其是前八周，后八周稍微松了一点，但是最好还是每堂课都到，跟着老师走，把当天讲的弄懂了，考试没有问题的。老师人很好，问问题的时候很耐心，讲课非常棒，期中期末都会发历年卷。虽然很讨厌物理，但是很高兴教我的是罗老师，找回了一点点学物理的信心。如果想好好学，平时分也能卷的话，推荐选。
220901,10,罗孟波,2025-06-20 09:49:40,0,0,0,老师上课讲得很清楚，下课问问题会及时回答，讲不明白的地方课后还会录视频补充，非常认真细致。其实老师还是很可爱的，课间还会和前排的同学聊聊天，超级亲和，就是对于上课不认真听讲和睡觉、学别的科目的同学会批评，感觉比较像高中老师。然后小车比较多，平均每周一次小测，较高频率小小测，然后点名也比较多。但是只有稍微花点时间认真学习，最后的绩点一定不会差的！
221082,10,罗孟波,2025-06-21 07:50:31,0,0,0,好👍
221656,10,罗孟波,2025-06-25 06:44:14,0,0,0,罗老师给人的感觉更像是一位高中老师。上课前和课间会和前排的同学聊一聊和学习有关的事情，上课讲的也非常细致，重点地方会提醒，有时候会抽学生起来回答问题，并且对上课看手机和做别的作业有点关注。期中期末考试前会上传历年卷，而且如果有时间的话会单独拿一节课出来作为复习课，没时间的话也会上传复习视频。平时分为了更有区分度和合理所以加入了很多小测和点名，总的来说你的平时分和你的上课作为基本上成正相关。
3439,40,陶向明,2015-06-12 14:24:13,9,22,13,听不懂\n\n
3539,40,陶向明,2015-06-17 01:30:09,-3,11,14,垃圾
3717,40,陶向明,2015-06-17 02:39:28,11,28,17,讲课认真 喷的都什么心态。。。
3839,40,陶向明,2015-06-17 05:51:35,2,16,14,每日一分
4060,40,陶向明,2015-06-17 15:40:29,8,15,7,老师讲课不是很好，但老师很平易近人，对学生也比较关心，用ppt，每次课后也会及时上传ppt
4245,40,陶向明,2015-06-18 09:11:07,-1,9,10,声音大，不知所云，感觉人品也不咋地
4304,40,陶向明,2015-06-19 00:02:32,-9,6,15,垃圾
4470,40,陶向明,2015-07-08 13:47:23,2,10,8,挺好的呀  很负责很认真  有激情
4489,40,陶向明,2015-06-24 01:46:21,-7,6,13,每日一分\n\n
4797,40,陶向明,2015-06-29 02:57:00,-4,6,10,烂
4803,40,陶向明,2018-09-17 01:59:02,2,15,13,烂\n\n
4959,40,陶向明,2015-07-01 14:02:10,11,22,11,催眠
5528,40,陶向明,2015-07-08 05:23:23,3,12,9,挺好的
5555,40,陶向明,2015-07-08 08:25:08,1,10,9,老师很认真！
5752,40,陶向明,2015-07-09 08:42:13,31,49,18,老师人很好！
5963,40,陶向明,2015-07-12 00:41:53,0,6,6,还不错
6182,40,陶向明,2016-06-22 06:49:20,-43,9,52,因为给了我99才来打十分的。。。实际上讲课不咋地
7770,40,陶向明,2015-09-15 13:17:09,0,5,5,可以吧
7772,40,陶向明,2015-09-15 13:17:45,4,12,8,好老师，我们永远支持你
7773,40,陶向明,2015-09-15 13:18:05,1,10,9,垃圾
8235,40,陶向明,2015-09-17 15:49:24,3,8,5,给分好(>﹏<)
14579,40,陶向明,2016-01-08 00:31:02,1,9,8,超级烂 不如自己看
18398,40,陶向明,2016-01-21 14:21:36,-12,2,14,爱装逼
19911,40,陶向明,2016-01-25 14:19:16,0,10,10,吾爱大物，吾更爱明明\n\n\n\n
22337,40,陶向明,2016-03-04 00:37:17,0,4,4,讲道理老师讲的很透但是这也决定了她讲的慢，如果想拿绩点的可以来，想要有所真正在物理方面有所提升的，推荐去修物理学123
22339,40,陶向明,2016-03-04 00:54:57,19,26,7,老师人不错，善意提醒一下不要一个音调唱几十分钟。
22346,40,陶向明,2019-03-27 03:14:38,11,27,16,她治疗失眠绝壁能挣大钱\n\n
22359,40,陶向明,2016-03-04 02:19:18,14,25,11,像卖菜的，这口音听得闹心！
22374,40,陶向明,2016-05-06 02:10:05,8,14,6,我可能不适合学物理吧呵呵
23103,40,陶向明,2016-03-18 01:13:27,7,13,6,听不懂
23241,40,陶向明,2016-03-23 01:10:08,12,25,13,还是自学靠谱
23335,40,陶向明,2016-03-25 02:12:53,10,19,9,催眠技术6得一比
23437,40,陶向明,2016-03-30 01:26:29,-4,4,8,垃圾。
23453,40,陶向明,2016-03-30 06:41:22,1,6,5,讲课还是挺有效果的
24216,40,陶向明,2016-10-31 04:18:31,1,7,6,烂的一匹
25982,40,陶向明,2016-06-14 23:19:55,0,2,2,老师备课和上课虽然感觉很认真，但是讲课的语气太随便了，没有权威感，上课太难集中注意了。
25997,40,陶向明,2016-06-15 03:34:24,9,13,4,刚开始可能不适应老师的口音，但真的是一个很和蔼，很有耐心，很负责的老师。
26312,40,陶向明,2016-06-17 00:20:39,8,16,8,疯狂自嗨   没有人能理解她的话语
26622,40,陶向明,2016-12-27 02:44:48,-45,2,47,我大物96分我爱陶向明
27544,40,陶向明,2016-06-29 09:54:14,1,5,4,这个给分也是呵呵了
29119,40,陶向明,2016-06-29 09:00:35,0,2,2,老师人很和蔼，只可惜我自己没有好好学
29120,40,陶向明,2016-06-29 09:02:39,0,2,2,老师讲的很详细，所以上的也比较慢。有同学觉得她声音听不惯，但我觉得还好，反正我上课不会睡觉。记得期中考试我考的很差，问老师题目老师还安慰我说期末肯定练的没问题。果然，感谢老师。大雾其实期末不难，好好听课，期末刷题，仔细一点就没问题了。
29123,40,陶向明,2016-06-29 09:07:04,1,2,1,还行吧
29143,40,陶向明,2016-06-29 09:42:58,0,0,0,讲课还算仔细，就是比较平铺直叙，容易犯困orz，老师人还是不错的
29148,40,陶向明,2016-06-29 09:48:36,-2,2,4,老师嗓门粗了点，前几章听课确实犯困，但后面讲的真心挺好。老师是个好老师，9分良心分。
29181,40,陶向明,2016-06-29 10:44:52,-6,0,6,班主任人超好
29235,40,陶向明,2016-06-29 13:04:50,2,5,3,一开始看她评价不高还以为大物要全凭自学了。说实话上了一学期下来，觉得虽然讲课不是那么精彩，但是听懂学懂还是没问题的，这老师不错。
29439,40,陶向明,2016-06-29 23:28:19,0,1,1,从头到尾没听过课，可能讲课风格不适合我，大物说实话主要看自己，老师给分挺客观，算不上差。
29960,40,陶向明,2017-06-05 11:18:43,4,6,2,个人感觉她的课挺容易听懂的，老师人也很好，有点好奇评分怎么那么低
30480,40,陶向明,2016-07-01 16:35:15,0,3,3,说实话，陶老师上的课没有其他男老师上的好。但是老师人很好，和蔼的很，就是劝后人每两章请复习一次，因为有quiz(手动微笑)
30582,40,陶向明,2016-07-02 04:08:16,7,8,1,以小测的形式来点名，声音洪亮，不要坐在第一排震得耳朵受不了，但知识讲的很是清楚的，若预制不必退
32530,40,陶向明,2016-07-07 12:02:23,-2,0,2,老师讲得挺认真，有板有眼的
34748,40,陶向明,2016-11-21 01:31:43,25,34,9,不能以态度好来给讲课糟糕这个客观事实找理由。
38092,40,陶向明,2016-11-24 04:12:31,0,3,3,毫无逻辑，不知所云
45002,40,陶向明,2017-01-18 19:36:27,1,2,1,好老师呀，为什么评分这么低
50985,40,陶向明,2017-05-11 02:52:11,6,8,2,高效自学速成班，免费效果好
51458,40,陶向明,2017-06-06 01:52:43,12,15,3,第一排那两个男生求您闭嘴！！！！
54117,40,陶向明,2017-06-28 13:31:18,1,1,0,老师讲的还行，期中考得很渣，一直担心期末会挂 ，最后60飘过，感谢平时分。
54142,40,陶向明,2017-06-28 14:20:03,0,1,1,老师挺好，就是绩点不尽人意
54189,40,陶向明,2017-06-28 15:37:28,1,1,0,不点名，请加油自学，当然跟着老师步伐走更好！
54281,40,陶向明,2017-06-29 03:06:27,14,17,3,老师很认真 调理清晰 不明白说有口音的是什么心态 比起其他老师算是普通话比较标准的了 还有第一排左边的两个不停说话的男生不止我讨厌你们吧
55807,40,陶向明,2017-07-02 11:55:02,1,1,0,老师人还是不错的。就是上课容易犯困然后好多东西都要自己悟了（导致期中崩了的一个原因）。楼下:第一排靠窗的那总是在讲话两个男生我也很讨厌………特别是靠走廊的…
