评论id,老师id,老师姓名,发表时间,点赞减去点踩数量,点赞量,点踩量,内容
74147,826,朱婉儿,2018-02-05 17:19:55,2,2,0,上课的内容是很不错，很有趣，很享受。但记得论文一定不能抄袭，抄袭直接算0分，也不要在网上东凑西凑内容，百度搜索什么的很容易发现。老师对这方面是有很严格的要求，选这门课程大家就请切记写自己的亲身经历的论文。不然通识课挂科真的很惨不忍睹。
86558,826,朱婉儿,2018-09-17 07:27:04,1,1,0,那么我劝你们要来做咨询了
90654,826,朱婉儿,2018-11-25 01:35:16,0,0,0,要发言 \n\n课挺好 给分没有想象好 但我只想要个给分好 毕竟职业生涯规划也是j 看看他们给分
5171,987,祝一虹,2015-07-05 14:31:48,2,5,3,很喜欢这堂课
5294,987,祝一虹,2015-07-06 10:01:52,4,7,3,呃有一点坑
13000,987,祝一虹,2015-12-24 13:05:10,4,9,5,不如睡觉
17312,987,祝一虹,2016-01-20 04:22:36,1,6,5,给分巨坑
22038,987,祝一虹,2016-03-02 06:40:35,22,32,10,我大二不是高二。不要说那么多水水的没什么意义的话好吗。
23703,987,祝一虹,2016-04-13 04:47:50,3,8,5,垃圾沟通与领导类，垃圾课，完全是浪费时间，垃圾通识课
24122,987,祝一虹,2016-04-27 15:02:07,6,13,7,每节课都去。最后论文无比认真。81分。\n\n完全学不到任何东西。\n\n一句话。垃圾课。
28705,987,祝一虹,2016-06-28 12:37:21,-1,2,3,预防接种
29766,987,祝一虹,2016-06-30 09:48:30,1,5,4,老师不错，画风有点话唠。楼上吐槽学不到东西也不奇怪，因为课上很多东西都是感悟出来的。真诚面对自己的想法，多点分享，领悟到的东西还真的不一样。
30250,987,祝一虹,2018-11-21 05:18:48,2,13,11,讲课看自己吧，我觉得还是有很多收获的。平时一定要多发言期末分才高，沟通与领导里比较水的，基本抢不到，选上的算你幸运～\n\n
32618,987,祝一虹,2016-07-08 06:27:06,0,1,1,重在感悟。
33321,987,祝一虹,2016-09-18 06:50:03,2,4,2,好想睡觉啊，真的不行了，只顾自己讲
40022,987,祝一虹,2016-12-29 00:08:49,9,15,6,这老师强行给班上男女配对做一些相亲游戏，不知道这门课的意义究竟在哪里
43989,987,祝一虹,2017-01-17 07:37:54,-3,2,5,大部分课程是助教上的，过程真的蛮无聊的，作业都刷不了。\n\n我上课不怎么回答问题，感觉老师和回答问题的人并没有说出什么有干货的内容。\n\n最后论文写得蛮认真，投入真情实感，所以得分也还可以。
44196,987,祝一虹,2017-01-17 11:52:48,-1,3,4,刷新个人通识课最低绩点
44298,987,祝一虹,2017-01-17 14:35:07,2,3,1,大概需要上课多发言，不过论文写得好应该也有很大作用
44536,987,祝一虹,2017-01-18 02:38:04,-1,3,4,感觉挺好的啊，比较水，只要发了言，论文认真写，绩点也蛮好的啊
45088,987,祝一虹,2019-02-25 05:33:05,-13,12,25,老师是专业咨询师，人很温柔，每节课都带大家做些小游戏，虽然有的挺无聊的，但是真的工作很用心。\n\n平时非常轻松，期末只要交一篇有真心实意的2000字小论文就行，反正我最后满绩了。
50732,987,祝一虹,2017-05-04 15:37:02,2,3,1,"尬聊。。无语O__O""…\n\n同学分享反而能学到更多东西\n\n选到这个课的话，还是不错的，身边的同学很多是很有想法，很有意思的。老师的话，感觉不够专业。听她最开始介绍，似乎只是随便学了学，入了门就来教课，感觉差了点儿意思"
69756,987,祝一虹,2018-01-25 10:26:13,8,10,2,中文不知道，英文授课水的一逼，什么内容也没有，还四个老师讲，每节课都去听她们瞎扯淡，给分还超级低
74128,987,祝一虹,2018-02-05 13:19:29,3,4,1,上的是全英亲密关系\n\n第一次开 被当成小白鼠\n\n想拿高分就要当组长 多发言\n\n英语不用怕 因为老师的英语还不如你\n\n期末课上一篇论文 就讲讲你这门课学到了什么 蛮水的
77452,987,祝一虹,2018-05-05 15:41:33,2,4,2,老师挺和蔼可亲的。\n\n最后论文要好好写。
77707,987,祝一虹,2018-05-07 10:58:58,4,4,0,很多时候感觉是为了交流而交流，评分不太好
78880,987,祝一虹,2018-05-16 05:35:52,7,9,2,英语那么烂就不要强撑了好吗？心疼
80996,987,祝一虹,2018-07-03 12:32:35,2,3,1,只能说真的过程很重要吧，玩手机什么的都无所谓，j类里面比较随意和水的，但是发言次数和quiz以及论文一定要做好一点，最后就是根据这个正态的吧……各项做好都不需要水平，只是不能太懒
81025,987,祝一虹,2018-07-03 10:47:50,3,3,0,给分看助教 不过助教老师真的很好……quiz只会两道题最后给分那么好……爱了
81043,987,祝一虹,2018-07-03 12:10:04,4,5,1,课挺水的，出分之后，很不爽，给分不好，感觉不公平
82355,987,祝一虹,2018-07-08 03:28:50,1,1,0,课很水，但是老师的英文实在是。。。
94537,987,祝一虹,2019-01-17 06:33:25,2,2,0,莫名其妙被正态
94644,987,祝一虹,2019-01-17 13:43:49,4,4,0,课真的很水。然后上课就是得多发言，但很多发言都是要分享一些自己的情感经历什么的，真的不喜欢。然后，你不发言就会被正态吧。给分。。。真是无话可说，谢谢了，拉低绩点就数它了。
106014,987,祝一虹,2019-04-24 09:47:02,0,2,2,两次quiz（第一次巨难半个班不及格 第二次就很水了）和一篇下限1000字的英文论文 点名很频繁每节课都要到 上课发言要积极一点 最好当个小组长 论文要写出自己的真实感受 总体上在沟领里面算事情不是特别多 刷分比较容易的了吧（利益相关：没当上小组长的4.8）\n\n
106015,987,祝一虹,2019-04-24 10:03:04,6,11,5,成长中的亲密关系 改名叫成长中花式点名看人下菜碟吧 一学期课p都讲不出来 碰上听不懂的发言就自己该说什么说什么 这种课浙江大学为什么要留着？为什么还要来祸害学生？讲的差我自习总好了吧？可是你自习会得到老师的制止，并且她会询问你的名字，期末绩点可想而知。不说了 差评 垃圾课 老师也差 我大学三年时间遇上唯一一个2.7的课，我论文好好写，上课也发言，你还想我怎样？自习怎么了？我真是醉了，我其他课均4.5 你给我来这么一出？
106022,987,祝一虹,2019-04-24 10:35:19,-6,2,8,讲真一个学期啥都没学到，靠一路鹅颈4.8\n\n第一次小测做的很差估计50分，然后就积极发言认真写论文，当个组长（啥事都没有）最后绩点还算没让人失望。建议愿意上课发言的人来，水课
106025,987,祝一虹,2019-04-24 11:04:40,1,1,0,每节课都发言+每次考前认真看ppt+论文写出了真情实感，最后被正态，4.2。努力和回报不成正比吧。也许是我自我感觉良好了。
119562,987,祝一虹,2019-11-13 23:51:58,1,1,0,我大一 班里大多数是高年级的 每次上课都去睡觉 第一次不知道有quiz炸了 第二次提前看了课件满分 绩点就不太好看了3.3
130065,987,祝一虹,2021-01-16 07:18:41,3,3,0,朋辈辅导课是一节有温度的课，很推荐愿意帮助别人的心理委员选这节课～
130922,987,祝一虹,2021-01-25 08:54:19,2,2,0,翘课一次还能被捞到4.5\n\n爱了爱了
131167,987,祝一虹,2021-01-26 10:35:24,5,6,1,朋辅课，全程划水，团辅案例老老实实做，个辅瞎编，开卷考抄题库，4.5。
146039,987,祝一虹,2022-01-05 07:47:06,6,6,0,成长中的亲密关系 老师真的很温柔又耐心 会听我们说一些可能看似不大有营养的表达 然后潜移默化转化成知识。 每周三的下午三节课总好像没学什么知识点 但是每次心灵都觉得被净化了。可能是因为我本身有一点点心理问题 需要一些心理治疗之类的 所以之前看评论里说的“无聊”不敢苟同。通过这堂课了解学校心理咨询室做了心理咨询。收获了好心情，认识了非常非常优秀且温暖的组员，也收获了满意的分数。就是认认真真做好小组展示和作业吧，突然又相信真心会换到真心了。给老师和助教姐姐点赞。谢谢老师和我的组员：）
146181,987,祝一虹,2022-01-05 16:04:27,1,1,0,老师很好啊很温柔
169214,987,祝一虹,2023-02-24 16:21:01,2,2,0,自我探索课，和刘艳老师形成鲜明对比，上课太会提问了，一节课能问六七个人，想摸鱼写会作业都不行，抓着你问🫠，特意跑到后排问你，麻了
188431,987,祝一虹,2024-01-19 03:43:08,0,0,0,自我探索这门课给了个4.8的绩点，狠狠好评！
220001,987,祝一虹,2025-06-13 10:57:27,0,0,0,给分好
16965,1152,梁社红,2016-01-19 10:15:07,9,11,2,给分不高啊
20918,1152,梁社红,2016-02-04 02:58:30,11,11,0,无聊 给分差 呵呵
53118,1152,梁社红,2017-06-26 02:36:12,-3,2,5,老师讲课很好，讲课形式很丰富。关键是人太好！给分好对我们一直很心软。记得刚开学的时候讲缺课次数太多直接扣到零分的，但是最后也没有，还在最后一节课前反复给我们讲一定要来一定要来。\n\n助教也超级好，在群里会和大家讨论问题，很早就统计好了大家的成绩。\n\n真心想表白老师和助教姐姐！
55506,1152,梁社红,2017-07-01 16:27:40,-1,1,2,老师人很好的，很体贴学生，出分也很快，选的助教也都尽职尽责
64246,1152,梁社红,2017-12-22 02:12:15,-1,1,2,很棒，但是感觉讲课方式略显尴尬
65537,1152,梁社红,2018-01-05 10:42:27,-1,1,2,还可以辣
81376,1152,梁社红,2018-07-05 02:35:02,1,3,2,还行吧，给8分\n\n上课其实挺无聊的，但是毕竟这门课本来就挺水的不能怪老师。课堂比较尴尬，不管是讨论课还是理论课，嗯。给分一般，大家看一下其他几个积极心理学老师的均绩就能看出来。\n\n总之，无聊，尴尬，给分一般，嗯，就酱～
82128,1152,梁社红,2018-07-07 07:39:34,1,2,1,挺好的啦，能在这种水课上的不水其实也很难啊，但真的超级喜欢讨论课，每次周一总有种没从周末回过来的感觉，但上完讨论课以后就会觉得心情好很多，另外这门课可以认识不少课友还有超级棒的助教小姐姐，总的来说挺好的一门J类课了！
103162,1152,梁社红,2019-02-26 09:16:21,1,3,2,本来是觉得自己太丧想励志一下的。。。抑郁了。。。听了一节课本来想退。。。但教材好贵。。买都买了就上呗。。。好歹J类2学分呢。。。我觉得吧。。。选上这门课并且还能坚持快乐愉悦地上完就算很好的积极心理学实践了666
104703,1152,梁社红,2019-03-26 07:44:39,8,8,0,上课巨无聊的没意思  上课下课两种态度 上课的时候场面一度尴尬  像在给小学生上课 受不了
108656,1152,梁社红,2019-05-30 13:49:22,9,9,0,职规课太无聊了没什么用
109045,1152,梁社红,2019-07-03 12:05:38,8,9,1,无聊。
109962,1152,梁社红,2019-07-14 06:26:28,-17,7,24,emmm我觉得给分挺好的？我估摸自己差不多4.5结果居然给了满绩，可能是我职规书做的比较花哨吧....
114981,1152,梁社红,2019-07-13 17:13:13,10,10,0,给分不是很好呀，我明明那么认真，职规书写的那么用心，绝对问心无愧，最后给了我这学期最低绩点，所以这种没什么用的课还是水过去吧，否则最后希望越大，失望越大
114996,1152,梁社红,2019-07-14 02:04:19,10,10,0,给分差。。我做了什么大逆不道的事才能像缺课三节的形策一样得3.0
115000,1152,梁社红,2019-07-14 02:43:35,20,22,2,给分也太差了吧，上课时老师也是应付一下，一下课就死马脸，体验很差。强烈不推荐选她的职规课，我现在就是后悔，非常后悔。
115001,1152,梁社红,2019-07-14 02:51:14,5,5,0,上课无脑无聊，我们说做的测试不符合、不科学、帮助不大，老师就笑笑，没办法，就是这样。好吧，既然帮助不大为什么还要学这课，为什么不解决呢；如果说职业规划只能靠自己悟，干嘛要把时间浪费在课上。而且事情多、绩点低，完全不知道有什么理由选这课。
115005,1152,梁社红,2019-07-14 03:54:58,12,13,1,我更新我的评分，这老师只值1分
115007,1152,梁社红,2019-07-14 03:34:49,-5,2,7,给分一般，当了组长，职规一万二字，展示也差不多水水，4.2。但是也服气了。\n\n
115008,1152,梁社红,2019-07-14 03:56:41,7,8,1,给分好差，老师，你每天讲得怎么样自己不清楚啊…
115023,1152,梁社红,2019-07-14 09:39:26,6,6,0,如果当组长绩点应该会高一点。但是这老师是真的没劲！！我宁愿选一个给分差的感兴趣的通识也不想浪费时间在这个课上。如果不是为了那1.5学分，早退课了。水课，职规书的恶竞，毫无意义的课堂讨论与小组记录就是这门课了。职规强推蔡云老师的。
115152,1152,梁社红,2019-07-16 08:26:38,2,6,4,我只想说这个老师之所以评分这么高，是因为不能评0分，查老师应该更新，做好了一切，老师就因为最后一节课没提前那么多到，就仇恨整个组，你有师德吗？nmb，选她的课，除非你有满绩才能让均绩上3，死老师
115189,1152,梁社红,2019-07-16 23:30:50,2,3,1,别选，千万别选
127616,1152,梁社红,2020-11-25 05:03:25,0,1,1,上课不知所云
139715,1152,梁社红,2021-07-21 03:05:55,5,6,1,积极心理学好评，上课内容很有意义，最后满绩了！
140299,1152,梁社红,2021-09-07 14:47:06,0,0,0,哈哈哈
145229,1152,梁社红,2021-12-28 10:46:38,1,2,1,内容干货、有意义，老师认真、偏严肃！所以，上课需要像上专业必修课那样认真，不能只当选修课应付。
146320,1152,梁社红,2022-01-06 08:03:03,8,9,1,强推朋辈辅导课事少放松给分好，认识了一堆可爱小伙伴，上课很快乐www
147355,1152,梁社红,2022-01-09 16:21:35,5,5,0,朋辈课感觉还行
148356,1152,梁社红,2022-01-12 08:18:03,3,4,1,老师比较严肃，但也是负责的，不适合来混的学生
149767,1152,梁社红,2022-01-16 23:38:29,6,7,1,上课轻松，干货多，学到了助人助己的知识和技巧，很有意义的一门课，强推朋辈课 。
155948,1152,梁社红,2022-06-16 16:23:02,1,2,1,被卡绩了有点难过，团辅也做得蛮认真的哎，但是上起来收获还是很多的
