评论id,老师id,老师姓名,发表时间,点赞减去点踩数量,点赞量,点踩量,内容
195362,3908,潘健,2024-06-28 01:06:14,0,0,0,讲课不行但是给分比较不错，没有小组作业，平时分主要是以每节课课后手写思考题和一个寒假大作业为主，老师比较喜欢发言。（多说一句，形策多少要背一点，要不然老师也没办法
196852,3908,潘健,2024-07-05 13:14:14,1,1,0,助教比较sb，上课还编座位表；每节课随堂要写论述题，难以翘课
216099,3908,潘健,2025-03-10 09:35:13,0,0,0,座位表史，课后小测史，考试考得不错给分挺高，上课没发过言，亲测无影响
220897,3908,潘健,2025-06-20 09:35:27,1,1,0,形势与政策\n\n助教会编座位表，每节课课后都要回答简答题。\n\n上课零发言，背了一点出分3.9，仅供参考（我感觉给分不是很好）
145222,4227,梁社红,2021-12-28 10:06:59,4,5,1,老师打分要求比较严格，但我认为很客观呀！我们组上课认真、小组作业完成得很好，老师给的分也很高！个人感受是：心理学是需要静心学习的！课程很有意义，收获很大，谢谢老师！
138000,4274,蔡荃,2021-07-07 04:52:06,5,6,1,形策，我连3分都不配有吗？
137311,4894,祝一虹,2021-07-03 05:02:05,0,0,0,祝老师黄老师上的都很好，事少，满绩
75357,4954,李娟,2018-03-09 07:48:30,2,2,0,夏学期上
107279,4954,李娟,2019-05-03 02:41:39,15,16,1,老师很好，给分还可以，匿名环节很吸引人
108599,4954,李娟,2019-05-29 09:52:49,10,10,0,老师上课听得很舒服，本来之前因为各种原因一直很压抑，但是每一次上课之后就会心情愉悦
120315,4954,李娟,2019-11-28 07:59:30,14,14,0,非常推荐大家选李娟老师的课！老师很好 上课常和同学互动分享自己心理咨询的经历 在课堂上没有丝毫压力感和压迫感 匿名环节最吸引人 能从自己经历中提出自己的看法 然后老师从中抽选一起讨论 是个很舒适的学习方式！最后 我得说绩点真的远比我想象中高 身为留学生 绩点能拿4.5是无比的感激 太感谢老师了！因为自己大一 第一次接触论文写作 很多写作方面都没有巩固好所以非常感谢老师都给了大家那么高分！撇开分数 用心听老师说的每一课 会发现很多日常的共鸣和自己遇到的困扰 是个很好了解自己心理及成长的一门课！若对心理学有兴趣 绝对热推 学分才1分 课业都不难 分数好拿 老师助教都很随和！大赞?✨
127308,4954,李娟,2020-11-20 02:38:08,9,9,0,老师很温暖，虽然还没有出分
128515,4954,李娟,2020-12-23 12:32:48,5,5,0,上过李娟老师朋辈心理辅导，给分超好基本顶着正态能给都给，上课有干货有互动期末还有互送明信片环节总之就是超级爱她，上完一门朋辈心理辅导下个学期还想追着老师上自我成长。
129140,4954,李娟,2020-12-30 11:02:30,3,5,2,非常好，课超级快乐，气氛很不错呀，论文也有上限不鹅颈，期末考开卷超简单的！
129332,4954,李娟,2021-01-04 07:56:40,3,3,0,李娟老师真的很亲近随和！！\n\n和邵瑾老师的搭档也十分融洽！！\n\n虽然今年的成长课和我的大化实验O冲突惹呜呜呜\n\n但是希望以后能再上到老师的课！
131450,4954,李娟,2021-01-27 14:10:58,2,2,0,老师上课很好，例子丰富，生动形象
132331,4954,李娟,2021-01-31 22:53:52,-1,4,5,老师很好，上课氛围也很轻松自在。但是给分真的没有评论说的那么好，花了两天认真写个人成长报告，小组展示大家也很认真地在做，不缺勤平时作业认真完成，最后3.9有点失望，拉低了均绩好心疼。
133019,4954,李娟,2021-02-06 09:38:36,7,7,0,老师人真的好好！每次都坐在第一排听课完全没有压力！听老师的课真的是重新认识自己的好机会！小组同学也很给力！小组展示和论文好好合作，然后自我成长报告好好写就可以了！最后感谢老师给了我满绩！
138906,4954,李娟,2021-07-11 17:32:09,5,5,0,成长课轻松愉悦，长学期最爱的通识！李娟老师也特别耐心温柔~匿名群聊特别有趣，其实还可以匿名向老师询问心理问题哒\n\n最后小组展示的时候那个恋爱小组的视频真的给我笑yue了哈哈哈哈哈哈哈
145134,4954,李娟,2021-12-27 15:23:14,2,2,0,非常好，喜欢，压力不大
152301,4954,李娟,2022-04-02 07:10:04,4,4,0,感动了，每次上完课心里都会有默默想哭的感觉，真的好解压，希望学校有个无监控隔离室给大家想哭的时候去哭一哭
157761,4954,李娟,2022-06-24 17:19:10,2,3,1,老师真的很好，从这门课上学到了很多东西，并且是很轻松的氛围，成长报告这个作业让我觉得不是我给老师交的，而是我对自己的重新认识，选她选她！
158732,4954,李娟,2022-07-01 15:27:26,4,4,0,课挺好玩的，给分也不错，蛮推荐人文社科的学生修通识模块学分的。
166860,4954,李娟,2023-01-14 03:02:25,7,7,0,温柔负责的老师～课堂有趣，压力不大，课后课业压力也不大。推荐！
174615,4954,李娟,2023-06-14 14:24:44,5,5,0,老师很温柔
175942,4954,李娟,2023-06-27 08:18:23,-25,4,29,行策给分极差
176015,4954,李娟,2023-06-27 12:16:23,1,1,0,期末没有复习给分上4了，谢谢老师！平时回消息也很快
176016,4954,李娟,2023-06-27 12:17:11,0,1,1,老师真的很善良很温柔很和蔼\n\n我的形策分数也还行\n\n平时分拉满 主要是看期末考
176020,4954,李娟,2023-06-27 12:21:45,0,1,1,这么好的老师怎么还会有人给差评的，真的很为学生着想，选她就对了
176023,4954,李娟,2023-06-27 12:27:22,0,0,0,看到老师在群里说收到第一枚差评，那我就行策课也来说一下个人想法。苯人签到全勤，假期小组作业一个人包干完，期末考写了一大堆，最后4.2，我觉得这门课的学习中给我带来的麻烦还挺多的，但李老师人还是不错的，真的，也是第一次上行策课，让我支持一下子！
176025,4954,李娟,2023-06-27 12:33:47,1,1,0,老师很体谅同学们，给分普遍很好了
176029,4954,李娟,2023-06-27 12:51:40,1,1,0,楼下的xd你被老师看到了
176139,4954,李娟,2023-06-28 02:41:03,1,1,0,老师在我看来是有情怀的那种人，在学习以外我钉钉问老师一些关于社会实践的问题，老师直接和我线下一起讨论，真的很用心！给分的话我没去过几节课 几乎裸考 4.2。老师真的特别好！！
176158,4954,李娟,2023-06-28 03:28:39,3,4,1,楼下的同学，你自己一个人又没复习的又考得差的当然分数不好（捂嘴笑）老师上课挺认真负责的，平时分给分也不错，会考虑学生的感受。占大头的期末考你自己不争气（出勤按你这口气也不知道来没来上课吧）杜校长给你上课也救不回来（捂嘴笑*2）
176408,4954,李娟,2023-06-28 18:02:00,0,0,0,都说给分好，那我这波全勤加认真复习，题目感觉都能有点方向，结果3.9，楼里那么多人不复习4.2。只是说明好运这次眷顾了你们，平时成绩，期末成绩反正也没公布。只能说个人付出的确是没得到回报。
177183,4954,李娟,2023-07-02 04:17:52,3,3,0,朋辈课。事少给分好。
177547,4954,李娟,2023-07-03 15:54:56,0,0,0,很好的老师，有一种温和的坚定的感觉，情绪很平稳又充满同理心。
178503,4954,李娟,2023-07-13 01:56:49,0,0,0,行策课没有人听是很正常的现象，不能怪老师，但是如果给分的时候甚至连期末复习和没有复习的人都区分不出来，不知道给分的依据在哪里（平时分都差不多的情况下），今年拿到高绩点的，并且无脑吹老师好的人也大抵是不听课不复习但却莫名其妙高绩点的，希望后来的学弟学妹如果想让自己的努力有成果的话，请选择其他老师，不想努力想看运气，请务必选李老师
188730,4954,李娟,2024-01-19 17:28:29,0,0,0,匿名群是一大亮点，老师还会准备各种小游戏
188761,4954,李娟,2024-01-20 01:04:07,0,0,0,老师我爱你，心理课给分好，上课有意思🥰🥰😘😘
188901,4954,李娟,2024-01-20 13:40:51,0,0,0,老师人很好，大学生朋辈心理辅导给分也非常不错
189225,4954,李娟,2024-01-22 12:18:16,0,0,0,李娟老师的课是大家每周的放松课~想听干货也有很多，课上的小游戏和匿名群互动也很有意思
194559,4954,李娟,2024-06-24 10:50:11,0,0,0,形策给分好
194575,4954,李娟,2024-06-24 11:38:33,0,0,0,形策课很宽容，可以狠狠冲。
194613,4954,李娟,2024-06-24 15:03:57,0,0,0,形策的神！
194666,4954,李娟,2024-06-25 02:00:54,0,0,0,形策一学年的事情只有寒假小组调研和汇报，期末考前背了两小时，其他什么事也没干，4.5
194779,4954,李娟,2024-06-25 11:30:00,0,1,1,形策的神！！！老师一定是怕我们去找她心理辅导（狗头）
196208,4954,李娟,2024-07-02 07:34:33,0,0,0,挺好的。
201686,4954,李娟,2024-11-05 11:09:46,0,0,0,老师真的超级温柔，无论你有什么想法意见都可以直抒胸臆，她会很认真仔细地倾听然后回答。上她的课完全不用在意坐的位置，最后一排和第一排都能够很自在。也积极鼓励同学课后有什么心理问题，都可以找到她。
202500,4954,李娟,2024-11-13 02:22:26,2,2,0,大学生朋辈心理辅导\n\n李娟老师好温柔捏~朋辅课没点过名，但是还是不能不来滴，毕竟每节课都有朋辅活动。\n\n事情不算多，只要组织一次团辅最后小组pre，期末会有线上期末考和案例分析考试。平时的课都很有意思，本i人也是乐在其中，最后给分也超级超级超级好！推荐，可冲！
218515,4954,李娟,2025-04-24 06:01:56,0,0,0,很温柔的老师
218558,4954,李娟,2025-04-24 14:27:03,0,0,0,真的特别好的一个老师，i人也没有局促感🥹
221601,4954,李娟,2025-06-25 01:52:13,0,0,0,强推成长课！！上课轻松，课后没有特别多的任务，最后的成长报告认真写了（没用AI）就拿了不错的成绩，感谢老师！
71569,4978,陈南菲,2018-01-28 15:34:20,13,34,21,课堂生动活泼，老师亲和力超强，还能遇到优秀的同学！
71601,4978,陈南菲,2018-01-28 16:27:27,3,11,8,老师超可爱(⁎⁍̴̛ᴗ⁍̴̛⁎)
71642,4978,陈南菲,2018-01-28 23:28:52,5,12,7,老师很好，而且短短八个周真的能让自己收获很多
71673,4978,陈南菲,2018-01-29 00:28:27,-1,8,9,超级棒的老师，人特别好，非常耐心，很漂亮，讲课很有水准，特别负责任，课上也很有趣。收获满满，当然，最最最最最最最最最重要的是给分也很棒哦！(๑>؂<๑）推荐！
71701,4978,陈南菲,2018-01-29 01:19:32,0,7,7,讲的东西还是有不少都挺有用的
71752,4978,陈南菲,2018-01-29 02:34:09,0,7,7,老师蛮不错的
71973,4978,陈南菲,2018-01-29 07:11:21,0,9,9,老师人很可爱   课程不水  给分超好  可以和老师做朋友
72784,4978,陈南菲,2018-01-31 05:32:47,0,6,6,老师很活泼有趣，讲课讲得很生动，课上会做一些有趣的小测试，最后给分也超级好，为陈老师打call！！
73787,4978,陈南菲,2018-02-03 05:41:24,0,5,5,认真听真的能有所收获
73850,4978,陈南菲,2018-02-03 08:56:53,3,6,3,老师的课认真听，真的受益匪浅
74893,4978,陈南菲,2018-03-06 09:28:53,0,5,5,老师超级棒！！！非常推荐！！！\n\n
75296,4978,陈南菲,2018-03-08 23:39:20,2,7,5,很有趣，很轻松\n\n
75440,4978,陈南菲,2018-03-12 02:03:53,0,5,5,认真听会有收获的
75527,4978,陈南菲,2018-03-13 03:05:44,-1,4,5,轻松的课堂
75592,4978,陈南菲,2018-03-14 00:00:24,2,7,5,老师真的好萌
75949,4978,陈南菲,2018-03-22 15:19:38,3,11,8,陈老师的课堂非常有趣，陈老师很关心学生，积极推荐各种好东西，你还可以和陈老师成为好朋友，在她的课堂上不仅能学到一些实用的知识，还可以遇到很多大佬同学。不过课程不水，平时有作业，就是做几个小测试，最后给分还要交一篇生涯规划书，排一场舞台剧。虽然有点辛苦，但最重要的是给分很好，超级好!
77717,4978,陈南菲,2018-05-07 11:40:32,2,7,5,老师口才很好，讲课生动有趣，只要好好学收获还是很大的
78479,4978,陈南菲,2018-05-12 08:59:52,-1,7,8,课程事多，老师人好
78480,4978,陈南菲,2018-05-12 09:02:40,0,6,6,陈老师非常漂亮，课上的也非常的好，很有收获！
78482,4978,陈南菲,2018-05-12 09:06:20,1,7,6,woc老师感觉对我太好了 我只是被动的完成了老师的任务，感觉小组展示也不是很出彩，最后绩点还是给了我惊喜。强烈推荐！！！
78486,4978,陈南菲,2018-05-12 09:14:44,2,12,10,丝毫没有思政老师的感觉，我敢说上课她脑子比你快，。性子豪爽，机灵有趣。要是我是男的肯定喜欢她。
78487,4978,陈南菲,2018-05-12 09:15:27,0,6,6,超级棒，超级棒，超级棒!老师讲课有一些小测试之类的，很有趣。上职规课是确实有收获。没有考试，最后一节课还发了糖，可以说是非常棒棒的老师了!而且给分很好，职规书自己感觉写的不好，最后竟然满绩了，爱您，老师!
78491,4978,陈南菲,2018-05-12 09:51:37,0,5,5,没话说，超级好的老师！\n\n非常随和，课堂气氛很活跃，小组内的关系也非常融洽！\n\n比学习更重要的是认识朋友吧
79739,4978,陈南菲,2018-06-13 07:16:51,0,7,7,老师超级棒，8次课听下来挺有收获的，课堂气氛也十分活泼。
86842,4978,陈南菲,2018-09-19 04:41:27,1,8,7,陈老师太可爱了！
87802,4978,陈南菲,2018-11-24 17:12:07,-14,16,30,事多，个人感觉很辣鸡
88946,4978,陈南菲,2018-11-12 12:40:33,-4,10,14,听说有人说辣鸡，特地赶来支援一下，陈老师满分！满分！
89013,4978,陈南菲,2018-11-14 00:50:32,2,8,6,陈老师真的人好，漂亮而且幽默，职规的事情一般都很多，但都很快就能做完，至于前面那位说垃圾的同学，我只能说你上职规课的心态有问题
89081,4978,陈南菲,2018-11-15 08:20:20,1,9,8,陈老师真的超棒～本学期是她第一次开思修课，但第一节课就觉得她很有魅力。虽然后来就不是她来上课了，但还是在群里叮咛着，很关心人。
90469,4978,陈南菲,2018-11-23 15:07:03,-16,7,23,人生第一门满绩的课，有付出就有收获
90637,4978,陈南菲,2018-11-24 15:50:37,9,18,9,? 真的很负责的老师，老师给我“挂”了吧，我想重修? ? ?
90644,4978,陈南菲,2018-11-24 16:19:44,-5,7,12,人美心善给分好！
90645,4978,陈南菲,2018-11-24 16:27:10,-1,13,14,emmm其实是前天出的成绩，没有满绩主要是自己太摸鱼了555不过老师深夜发的超级长长长长长的评语真的让人很感动哦！老师真的是用心对待每一位学生，顿时觉得在职规课上花的时间没有白费（甚至觉得花少了555）。总之，陈老师的职业生涯规划课，大概会成为我大学时光中最难忘的几节课之一了。接下来就看未来的我能否实现自己在职规课上定下的宏伟目标了吧。
90755,4978,陈南菲,2018-11-26 00:25:29,-3,8,11,人好又漂亮，给分又好，选课体验极佳。
91016,4978,陈南菲,2018-11-29 03:15:50,0,6,6,老师真的太好了！！！！！很负责任，最后一节课还给我们鞠躬，给我们带好吃的，真的很有收获，虽然课程作业有点多，但是觉得在这样的过程中真的觉得自己收获颇多！
91496,4978,陈南菲,2018-12-12 01:22:02,12,26,14,不喜欢
91612,4978,陈南菲,2018-12-16 01:52:07,4,11,7,老师人真的很棒，口才很好，上课生动活泼，是一个特别用心的老师！老师自己做的视频真的惊到我了，真的是用心对待学生的老师。事情虽然多，但是每一件事好好去做还是会给自己带来很大的启发。给南菲点赞！
93290,4978,陈南菲,2019-01-09 01:00:52,5,14,9,陈老师的思修课上给了我们很多ppt制作以及展示的技巧和要注意的问题，\n\n比如ppt的比例4：3或16：9，字体不要太多，ppt要条理清晰有重点，适当加粗换色。感激！\n\n陈老师还是真心在为同学们考虑的！\n\n虽然冬学期最后一堂课让迟到的同学站了一小会儿，但也能理解她，毕竟迟到确实不对，虽然这样可能会引起同学们的不爽。
95553,4978,陈南菲,2019-01-20 08:35:01,51,65,14,思修2.几，我只能说我什么都做了。
95562,4978,陈南菲,2019-01-19 15:21:11,22,32,10,疯狂diss，给分贼低！！！！！
95573,4978,陈南菲,2019-01-19 15:46:09,-11,7,18,我吹爆这个老师！！女神级别的 长得好看思维敏捷说话幽默风趣！！给分也很好！！感觉期末考考的很差但是最后给分也很高！！
95574,4978,陈南菲,2019-01-20 13:08:05,29,46,17,陈老师非常好，如果你想被绩杀，选陈老师的课就再合适不过了，保证成全你。
95594,4978,陈南菲,2019-01-19 15:56:53,8,14,6,老师很棒，但是感觉最终成绩没有调分吧...被卡绩点了真的很难受
95626,4978,陈南菲,2019-01-19 16:25:10,20,36,16,这老师   绩杀吗 一份都不想给   一节思修课至于吗    跟我一起上课的我知道的有六七个人2.多   思修课给分上不了3   表示很绝望   每节课都去   平时作业也都完成了   均绩看着因为一节思修课掉这么多.....不想说什么了   选老师真的要慎重！
95633,4978,陈南菲,2019-01-19 16:40:20,19,30,11,绩杀绩杀 平时没人影 打分真够狠\n\n慎选！！！！一分都不想给她打
95635,4978,陈南菲,2019-01-19 16:42:41,13,24,11,我感觉我什么都做了，但是就是绩点低，我也不知道为什么，一个思修课2+是要怎样？反正我是很不爽。我感觉老师的态度也有点那个，就是让我不爽。
95643,4978,陈南菲,2019-01-19 18:13:09,12,26,14,【思修】老师干练，直爽，亲民（读书报告没有格式要求，并且不用打印；回复qq非常及时，单戳或群聊都会回）。平常上课时会要求小组讨论，接着各组上台展示，老师会边听边记笔记然后给点评。听陈老师的课需要稍做思考，不能完全“思休”（事实上陈老师极有穿透力的声音和时有干货的点评也使人无法安心做别课作业）。课后可能会布置额外思考题（比如写高考作文（不设上下限），比如至少写三点这节课的收获等），事情会比别的老师多。读书报告，不设下限，有多少感想写多少字，可以向老师借书来看（但同时也不设上限）。志愿者活动，提倡小组一起进行，互帮互助以促进感情，但整组均以个人名义参加也被允许了，个人觉得老师重活动意义而轻形式，最后每人出一个ppt，不用小组展示。给分情况：1.会给出三以下的成绩（没有缺勤记录，作业都交了，质量不一定）2.平时事情都认真完成不一定上四 3.班长不一定上四 4.有人上四。以下是个人经历，受情绪影响较大：pre的时候被三次打断比较不开心，尽管老师是想实时为大家指出我们组ppt的不足之处并提出了合理公正值得参考的改进意见，而且抵抗压力重续思路随机应变真的很能锻炼讲演者的能力呢！有一节课老师让迟到者在教室门口罚站直到下一个同学到来? 具体心情如何可自行体验（8:20去上课也有机会坐下的，不要慌）丰富一下人生经历多好。最后，认识了七位与自己同一个月生日的朋友很快乐，小组为了同一个目标讨论奋斗的感觉非常棒！
95646,4978,陈南菲,2019-01-19 22:39:32,11,21,10,绩杀绩杀绩杀? 平时事儿还多
95675,4978,陈南菲,2019-01-20 00:37:14,10,22,12,哈哈哈哈哈哈   每节课到   作业都认真完成    给分2.7   听说还可以有1.多的绩点?！   我该感谢没有挂  谢您咯！别的班基本上四   我们班有人上四   就这个区别而已.....
95683,4978,陈南菲,2019-01-20 01:32:29,-4,6,10,上的思修，老师很干练，但说不上是喜欢还是不喜欢的感觉，我个人不太喜欢吧。。就头尾出现了一次，另外课都其它老师上的。给分一般。。。
95696,4978,陈南菲,2019-01-20 02:04:47,0,10,10,绩杀！我别的课包括大英都上4了，思修只有3，难以置信？？？
95767,4978,陈南菲,2019-01-20 04:17:32,12,23,11,绩杀?  上课每次都去 确实东西也都做了  然后  这样一个成绩  还是有点难受的吧 毕竟退院警告不是只是说说的hhhhh真的处分之后难受到现在
95799,4978,陈南菲,2019-01-20 05:25:01,10,19,9,绩杀，思修2.7没谁了，每次上课都到，作业也都任真完成交了，这tm绩点什么东西
95820,4978,陈南菲,2019-01-20 05:58:19,4,12,8,嗓门贼大以至于我无法写作业和睡觉了。好了吧这不是重点\n\n听说有些人绩点很低，表示同情，一直觉得这种课蜜汁给分。\n\n我们组员很好，大家做研究性学习非常用心，平时作业我也基本都做了吧……质量我不清楚。翘过一次课反正不会被发现\n\n。最后绩点能上4觉得有点幸运。\n\n最后展示课老师真的要求很高，各种七七八八的要求，虽然提建议方式不太好但是确实学到了东西。
95832,4978,陈南菲,2019-01-20 06:05:20,1,8,7,很年轻，很好的老师，会在展示的时候随时打断说ppt哪里不好，是一个很干练很有智慧的人。选她的课一定会有收获！这是一个不一样的老师！
96379,4978,陈南菲,2019-01-21 01:40:49,18,27,9,一个字?杀 ！
96693,4978,陈南菲,2019-01-21 09:19:09,11,20,9,(●—●)微积分绩点比思修绩点高1.5\n\n我想大家应该懂了
96857,4978,陈南菲,2019-01-21 10:52:58,7,15,8,绩点不想要的话就选
96858,4978,陈南菲,2019-01-21 10:54:48,7,15,8,如果对自己人品运气有足够自信就选吧?
96863,4978,陈南菲,2019-01-21 11:01:40,-9,3,12,老师上课很有趣，风格突出。虽然考试马马虎虎但是老师还是给了不错的分数
96881,4978,陈南菲,2019-01-21 11:40:47,11,21,10,绩点啥的我也不说了，就是大家明明只是在群里开玩笑一般说自己分低，老师退群了，emmmmm不太懂这个操作
96944,4978,陈南菲,2019-01-21 13:04:59,-2,10,12,我知道现在只要说自己绩点还行老师还好的就会被踩，我主要想公道地说说老师这个人。我觉得老师豪爽干练，同时也很通透。最重要的一点是老师说一不二，内心有一杆秤。我在出成绩之前就觉得陈老师不是那种会拉分数的老师（不是马后炮），她会严格按照正态给分，我当时想的就是我不奢求高绩点，因为我不可能是班上做任务做的最好那个。我总有读书报告写得没有别人好、考试没有人家考得好之类的。这个怪不了老师。但是她小组展示那天在人家展示的时候三番两次打断确实不太礼貌，应该也是性格使然。我最后说句公道的，如果真的能认真做任务并且有信心做得比较好的人还是可以选她的课，我认为她还是有师德的好老师。
97022,4978,陈南菲,2019-01-21 14:50:36,5,9,4,绩杀，太坑了
97024,4978,陈南菲,2019-01-21 14:51:53,-2,6,8,上四的人说一句:老师平时不错，作业也不多，就是给分随缘，如果不是个人实力极强就基本纯看运气，总而言之能退就退吧。（所谓付出与回报极有可能不成正比）
97567,4978,陈南菲,2019-01-28 12:26:57,-1,5,6,给分很不友好
98005,4978,陈南菲,2019-01-23 03:37:33,0,5,5,简直了 不想说话
105610,4978,陈南菲,2019-04-17 07:16:29,1,2,1,666
105949,4978,陈南菲,2019-04-23 12:46:13,9,12,3,冲着老师这么用心的最后一节课，我要给满分！
105951,4978,陈南菲,2019-04-23 13:01:02,14,21,7,选的职规课，非常非常好的老师~尊重学生而且很照顾学生的感受，上课的时候让人觉得回答她的问题是一种享受。职规课事情虽然多但是老师基本上没有什么字数、形式上条条框框的要求，每一份任务都能从中得到有用的东西。老师很注重班级和小组成员之间感情的培养，用心准备每一堂课。最后一堂课还有小惊喜~特别感谢老师的付出~~
106611,4978,陈南菲,2019-04-28 10:12:26,1,3,2,好美一老师！
107029,4978,陈南菲,2019-05-01 02:59:05,2,5,3,谢谢老师！我满绩了！老师上课挺好的，事情虽然有点多但认真做成绩绝对不会差！每周作业、职业生涯规划书再加个舞台剧！
107031,4978,陈南菲,2019-05-01 03:05:32,4,6,2,吹爆陈南菲老师，很干练，对学生也很用心。前面刷绩杀的估计是思修吧，老师的职业生涯规划超级棒，给分好。
107033,4978,陈南菲,2019-05-01 03:09:02,13,16,3,陈老师的职规真的非常好
107034,4978,陈南菲,2019-05-01 03:09:19,4,6,2,老师真的很用心了，请学长学姐来分享自己的故事，还请来了华为出身的校友，真的受益匪浅，精心准备了许多的活动，给分也很好，10分。
107040,4978,陈南菲,2019-05-01 03:43:34,4,7,3,上的是陈老师的职规不是思修...课不水但是很有启发，平时和老师请假老师也会回消息，而且给分炒鸡好，班上满? 一大片...裂墙推荐
107097,4978,陈南菲,2019-05-01 14:15:54,2,4,2,老师超级认真，课上氛围也特别好。任务挺简单的，认真完成满也很轻松。
107578,4978,陈南菲,2019-05-07 03:03:28,-13,3,16,职规很棒，虽然我只有4.5
108327,4978,陈南菲,2019-05-23 05:45:27,1,2,1,。。。
108344,4978,陈南菲,2019-07-14 02:06:48,2,5,3,约等于每节课点名，每节课有作业，水手机电脑会被强行揪起来回答问题，迟到会被聚众围观，个人基本上什么都干了结果被正太，事多分低。但最后职规书ddl比其他老师迟很多，对期末考试有点友好。考试周上课还发了糖，差点收买我动摇的心灵。上的本来以为特别精彩结果一言难尽的职规。讲道理如果不是必修就退课了，个人感觉这个老师有点尖锐，emmmm慎重吧。
108581,4978,陈南菲,2019-05-29 03:43:53,1,3,2,老师的职规是很好的
112081,4978,陈南菲,2019-07-03 12:19:23,-2,3,5,吹爆陈老师，10分不需要理由！！
112082,4978,陈南菲,2019-07-03 12:25:06,0,3,3,职规非常棒
112326,4978,陈南菲,2019-07-04 01:47:20,1,4,3,职规还是挺不错的 老师人很亲切
114727,4978,陈南菲,2019-07-11 07:21:25,1,2,1,陈老师很好！\n\n
114995,4978,陈南菲,2019-07-14 01:08:45,1,3,2,本来想吹爆的，后来心想评价体系不能带这么多个人色彩留给学弟学妹看，说一句老师很不错。
114999,4978,陈南菲,2019-07-14 02:33:48,4,5,1,上了老师的思修和职规，都是什么都做了（虽然都水的）一个3.6一个4.2。怎么说吧 这种课都有点形式主义，职规学的东西也很鸡肋，事情多。感觉老师也还行吧。反正也不怎么听。水过一个学期。。。
115002,4978,陈南菲,2019-07-14 02:56:02,-1,1,2,上的职规，很喜欢老师的讲课风格，可能有人觉得尖锐我倒是觉得这样挺活跃。小作业不少，比较重要的有职业生涯人物访谈、小组展示以及最后的职规书。做的很认真、也花了许多心思，过程中收获也满满~ 最后满了，谢谢老师！请相信努力就会有收获！
117013,4978,陈南菲,2019-09-18 08:38:20,0,1,1,陈老师很好！
118238,4978,陈南菲,2019-10-23 12:29:44,-1,1,2,我们何苦相互为难
119119,4978,陈南菲,2019-11-10 14:05:23,1,1,0,超喜欢陈老师的课\n\n很有风格  很有趣\n\n
119654,4978,陈南菲,2019-11-14 14:24:28,0,1,1,别的我不管，老师是我女神
120286,4978,陈南菲,2019-11-27 11:46:49,2,3,1,作业多 给分差\n\n我所有作业都完成得特别特别认真 还发言很多次 小组展示全班最高 最后的职规书做得特别认真并且有设计有美工 总之与预期不服吧 呵呵
121337,4978,陈南菲,2019-12-19 08:16:13,0,0,0,老师很好
