评论id,老师id,老师姓名,发表时间,点赞减去点踩数量,点赞量,点踩量,内容
12408,8,陈烽,2015-12-23 08:01:50,7,9,2,老师人炒鸡炒鸡炒鸡好！！！！！选上了就偷着乐吧～
12555,8,陈烽,2015-12-23 13:06:02,15,16,1,老师人超级好，笑眯眯的，很慈祥，给分也宽容，还能熟练在朋友圈使用表情包
12596,8,陈烽,2015-12-23 14:42:48,19,21,2,超级超级超级超级好的老师  难得有文采的体育老师 对学生是真的好 真的超级好
12669,8,陈烽,2015-12-24 00:49:38,9,11,2,老师很可爱！人超好！爱笑
12683,8,陈烽,2015-12-24 01:41:32,6,8,2,棒，很照顾我们
13030,8,陈烽,2015-12-24 14:28:18,6,8,2,好，给分很公道
13034,8,陈烽,2015-12-24 14:38:58,7,9,2,老师真的超级好！！！
13461,8,陈烽,2015-12-28 06:48:42,10,13,3,老师真的人很好，微信里也经常会开开玩笑。报了早课所以他还会带吃的过来怕别人没吃饭。给分也特别好！真的不能错过这个老师
13540,8,陈烽,2015-12-29 05:11:54,12,13,1,必须10分
13764,8,陈烽,2015-12-30 17:28:53,18,19,1,老师人好到爆 怎么不是满分
14150,8,陈烽,2016-01-05 04:28:03,8,11,3,第一个满绩，老师炒鸡好，关心学生，体谅学生，没有架子
14883,8,陈烽,2016-01-10 15:36:04,10,12,2,会和同学分享的老师，上课感觉很温暖啊~~然后会推荐各种玩的地方，也会想方设法帮你提高成绩，真的真的很好的老师。
16400,8,陈烽,2016-01-18 04:55:09,4,6,2,太棒的老师！
16752,8,陈烽,2016-01-19 01:58:57,0,4,4,特别和蔼的，一直在笑
17056,8,陈烽,2016-01-19 13:59:13,1,5,4,超级好的老师啊！
18503,8,陈烽,2016-01-22 00:33:45,1,5,4,老师超级好超级好超级好^O^
19130,8,陈烽,2016-01-23 10:12:55,3,5,2,超级棒，超亲切，给分也好
20202,8,陈烽,2016-01-26 13:45:32,5,8,3,超级男神超级暖的老师，非常体谅学生，学到也不少，我还加了老师微信，大爱
20975,8,陈烽,2016-02-06 02:28:40,1,4,3,老师人超好！
21253,8,陈烽,2016-02-27 14:58:01,18,19,1,真的是一个温柔可爱的老师，真心关心学生的健康 给分真的是超好，么么哒陈老师这学期老师里面我唯一开放了看我朋友圈权限的，因为他是朋友哇(ฅ>ω<*ฅ)
21702,8,陈烽,2016-03-01 00:25:45,4,7,3,炒鸡棒的老师！和学生打成一片！会跟你聊天！每天在票圈直播自己去哪里爬山了hhh
22197,8,陈烽,2016-03-03 02:05:39,1,4,3,好好好
24049,8,陈烽,2016-04-26 07:11:44,16,19,3,老师实在太好了，选了两学期，特别爱笑，又和蔼，最重要的是对学生好，特别鼓励大一的谈恋爱hhh
25423,8,陈烽,2016-05-18 08:43:55,0,3,3,好就一个字
25778,8,陈烽,2016-06-21 05:51:40,6,9,3,不仅是给分好，重要的是课堂上学到了很多课程之外的东西
25843,8,陈烽,2016-06-11 15:06:25,3,5,2,超级棒的老师，从他的分和选他课的难度上就能看出来……绝不仅仅是给分好。
25976,8,陈烽,2016-06-14 16:30:25,-1,3,4,男神啊没说的人帅分高
26128,8,陈烽,2016-06-16 05:16:51,5,8,3,紫金港最好的老师\n\n
26245,8,陈烽,2016-06-16 11:28:03,8,10,2,老师超级棒！一直笑着和你说话而且很关心人，也会跟你聊家常！
26326,8,陈烽,2016-06-17 02:48:47,3,7,4,特别亲切
26407,8,陈烽,2016-06-18 03:47:32,6,8,2,老师好到不行 没得说
26425,8,陈烽,2016-06-18 10:18:00,2,4,2,老師很好，會讓你輕鬆的拿高分
26558,8,陈烽,2016-06-21 02:32:15,0,3,3,好的不能再好的
26829,8,陈烽,2016-06-21 08:28:48,5,8,3,极好的老师
26959,8,陈烽,2016-06-22 02:24:54,2,5,3,人超好，选了他三学期的课了
27184,8,陈烽,2016-06-23 12:39:38,3,6,3,喜欢，想再次选但是选不上?
27729,8,陈烽,2016-06-27 09:57:42,34,35,1,老师人太好！又帅又温柔还很会玩，重点是关心学生，上课挨个指导对打，而且还喜欢笑眯眯的跟你拉家常，会记住每个人的名字！～班里组织比赛还喜欢给学生拍照然后要你加微信给你发照片～经常在票圈里晒爬山的照片还喜欢卖萌，配上既有文采又有哲理的话hhh～给分很好，12分钟跑会喊着你的名字给你加油！可惜太火只选上一次…选到绝对人品爆发从此爱上体育课！
27750,8,陈烽,2016-06-27 10:52:41,5,6,1,对于体育渣渣的我，很满意了！老师人超好，我爱陈烽老师！
27807,8,陈烽,2016-06-27 15:54:58,11,11,0,老师无论是在人格魅力还是职业素养上都是我见过坠吼的，上课的时候对学生很细致，引体向上简直好到不行，最感动的是12分钟跑的时候不断地给你加油，浙大最好的体育课回忆
27811,8,陈烽,2016-06-27 16:22:37,9,10,1,最喜欢啦～选了两次老师的乒乓\n\n力荐 最爱的老师
27839,8,陈烽,2016-06-27 19:48:01,-42,6,48,一般吧
27872,8,陈烽,2016-06-28 02:02:56,3,5,2,老师人超好，很负责，12分钟计算方法很赞
28044,8,陈烽,2016-06-28 08:01:47,6,7,1,陈老师真的是大学来见过最和蔼可亲的老师了！教的很好上课也没有负担啊qaq学弟学妹不要因为老师好就欺负他啊呜呜呜 还想继续选他的课qaq
28157,8,陈烽,2016-06-28 08:12:08,25,29,4,本应5月初结束的12分钟跑，为了几个没考试的同学，老师每周六日去体育场等他们考，一直等到六月末。大学有几个老师能这样负责认真？上陈老师的课能感受到久违的信任和关心。希望有缘还能修您的课(泪目…)
28241,8,陈烽,2016-06-28 08:19:59,1,3,2,老师超级好，特别和蔼，也特别关心学生，推荐
28854,8,陈烽,2016-09-22 04:15:45,2,3,1,太喜欢老师啦啊啊啊啊啊爸爸人超级好啊啊啊啊啊
29043,8,陈烽,2016-06-29 07:20:46,4,6,2,老师人超好，放假前还推荐我们去杭州的哪儿哪儿玩。
29860,8,陈烽,2016-06-30 12:09:41,5,7,2,很慈祥！
29898,8,陈烽,2016-06-30 13:19:19,-1,2,3,老师人太好了！
30283,8,陈烽,2016-07-01 07:45:49,2,3,1,炒鸡棒的老师！
30285,8,陈烽,2016-07-01 07:54:08,16,17,1,史上无敌超级大暖男！超级关心学生，超级和蔼，给分超级好！很萌很贴心！有一次感冒翘课了，他事后还问我怎么样了，有没有好一点。我上课的时候一直咳嗽（其实那时候好的差不多），他看到了，过来超关心地说你别打了，休息一会儿吧，要不先回去吧，不要累着了，上课没关系的。真的超级暖心超级感动！最最最喜欢的老师！
31627,8,陈烽,2016-07-04 09:35:45,0,3,3,男神啊！平时上课轻松，很耐心地给每个人送球，我这样肢体不协调的小智障也学会了，最后给分也很棒！微信群里也很走心。
32448,8,陈烽,2016-07-07 02:11:24,7,10,3,永远笑眯眯的老师。陈老师经常说，我一直在紫金港，如果你们毕业回来找到我，一定请你们吃饭。还有记得加老师微信哦，陈老师永远年轻！
33029,8,陈烽,2016-09-10 07:01:16,10,12,2,记得大一上陈老师早上第一节课 起晚了没吃早饭 捂着肚子上课 陈老师看我像是饿了 从自己包里掏出一个鸡蛋给我吃 感动的不行
33269,8,陈烽,2016-09-17 08:37:10,1,3,2,好好好
34299,8,陈烽,2016-09-30 03:39:09,1,4,3,我爱您
34458,8,陈烽,2017-01-14 03:51:13,9,13,4,助你满绩，助你脱单。10分上限太低。
35310,8,陈烽,2016-12-21 11:38:17,3,4,1,老师超级好，来贡献一个十分
37885,8,陈烽,2016-11-21 15:25:47,-1,3,4,老师非常和蔼可亲，大爱！
38259,8,陈烽,2016-11-28 12:44:35,2,3,1,不开心
38278,8,陈烽,2016-11-29 03:27:39,1,2,1,太好了 12分钟很人情味
38292,8,陈烽,2016-11-29 09:24:58,4,5,1,我爱老师！十二分钟跑太有人性了！表白！看来是朋友圈太有文艺感了，会生活！ 平时上课听老师碎碎念挺好玩儿的哈哈哈。然后希望上课多教一点！
38516,8,陈烽,2016-12-21 15:52:01,4,5,1,老师人很和蔼，对学生非常好，没事会开玩笑，所有问题他都会耐心回答，幽默风趣，朋友圈会晒做菜，还有爬山，他会给你推荐杭州好玩的地方，考试很松，也和会为学生着想，还会让男女对打乒乓球，总之是我见过的最好的老师，不能错过
38585,8,陈烽,2016-12-10 11:29:19,0,3,3,只希望下学期还能选上他的课
38593,8,陈烽,2016-12-11 06:35:46,5,7,2,男神啊！有作业要采访一个老师 他就欣然接受 还坚持要我们先吃饭 他会一直等我们。还有跑完12分钟同学没有带外套 老师怕她感冒 把自己外套给她披上 真的是爱家爱生活爱学生的好老师～
38780,8,陈烽,2017-01-14 14:42:09,7,8,1,老师非常关心学生，从来都不会生气，还会特别用心地记名字，选到的同学一定要珍惜。
38788,8,陈烽,2016-12-19 03:27:22,111,124,13,没上过。但是女票非要让我来打10分。。自己体会吧。。（哼，我恨这个老师。他抢走了我的女票！！
38828,8,陈烽,2016-12-19 11:09:06,1,1,0,就一句，从小到大，最好的老师！
38887,8,陈烽,2016-12-19 15:56:33,3,3,0,超级好的老师，也是一个很会享受生活的老师。选他的课，你学到的东西绝不仅仅是乒乓球技术
38977,8,陈烽,2016-12-20 06:50:02,1,2,1,超级好的老师！！
38989,8,陈烽,2016-12-20 09:19:54,1,2,1,遇到过的最棒的体育老师，没有之一。
39139,8,陈烽,2016-12-21 09:57:29,3,3,0,老师人超级好，风趣幽默～
39212,8,陈烽,2016-12-21 15:35:23,-1,1,2,好的不行，我要报四个学期他的课
39220,8,陈烽,2016-12-21 15:47:23,2,2,0,棒！棒！棒！
39469,8,陈烽,2016-12-23 03:04:26,2,2,0,棒到没话说
39482,8,陈烽,2016-12-23 05:09:10,14,15,1,因为这个课，认识了一个充满生活情趣的完美老师，还认识了一个活泼的萌妹子。今天是选课的最后一天了，不巧的是我们因为预置都不能再选陈老师的课了，多希望还能再上老师的课，再和她打一学期的乒乓球。
39942,8,陈烽,2017-01-13 09:18:49,4,5,1,满绩。老师人细心。超级热爱生活
40306,8,陈烽,2017-01-02 06:52:04,0,1,1,太赞了！
40470,8,陈烽,2017-01-03 14:07:26,3,3,0,老师人特别好，特别好！
40913,8,陈烽,2017-01-06 10:03:03,2,3,1,超棒的老师，一学期的课结束后真的舍不得他。可惜下学期没有选上陈老师的课，希望以后还能选上他的课。
41850,8,陈烽,2017-01-13 04:39:31,1,3,2,10分 不能再少了
41855,8,陈烽,2017-01-13 05:05:30,-1,1,2,人不要太好，巨赞
41867,8,陈烽,2017-01-13 05:53:01,2,2,0,老师人超级好！！！虽然我只有3.3但是根本不用担心成绩，因为没有人的体育会烂成我这个样子ヽ(`Д´)ﾉ
41900,8,陈烽,2017-01-13 07:48:04,1,2,1,老师人非常亲切，本来完全不会乒乓球的，但真的学到了很多，而且让我爱上了这项运动，感谢老师~
42072,8,陈烽,2017-01-13 13:51:57,-20,5,25,少打一分怕老师骄傲
42076,8,陈烽,2017-01-13 14:03:45,1,2,1,给分不要太好，怪自己引体向上太渣
42186,8,陈烽,2017-01-14 00:33:24,5,5,0,陈老师是我从小到大见过最有亲和力的体育老师了，对学生真的很好。强烈推荐他的乒乓球课。
45232,8,陈烽,2017-01-19 07:50:04,0,1,1,真的很喜欢这个老师！可惜还有一学期没选上老师说课。
48531,8,陈烽,2017-03-07 01:17:52,3,3,0,老师人很好
48564,8,陈烽,2017-03-07 08:55:31,3,5,2,目前遇到的最能说的体育老师，致力于同学间交友，无论异性还是同性←_←
51535,8,陈烽,2017-06-07 03:26:34,1,2,1,老师人超好，很有耐心，乒乓球一定选老师的课
54824,8,陈烽,2017-06-30 09:12:11,3,3,0,老师人超好，第三次报他的课了
55357,8,陈烽,2017-07-01 10:43:41,4,4,0,老师给分好棒\n\n我乒乓球打得很烂但老师一直很耐心
55405,8,陈烽,2017-07-01 12:34:14,-1,1,2,简直太棒了！！
56423,8,陈烽,2017-07-03 17:39:32,3,5,2,上了四次陈烽老师的课，可以说是大学里遇见的最好的体育老师了（笑
58142,8,陈烽,2017-08-06 09:30:11,1,2,1,关心理解大家、很温柔的老师
64008,8,陈烽,2017-12-20 13:42:01,1,2,1,太棒了
64347,8,陈烽,2017-12-22 15:49:12,0,1,1,我爱陈烽老师！！能不能一直选他！！
64413,8,陈烽,2017-12-23 10:15:06,0,1,1,老师超级好，超级耐心，给人感觉很温和，特别好的老师！
64663,8,陈烽,2017-12-26 06:23:38,2,3,1,老师超超超超超级好，给分很高很好，对所有人都是一直鼓励，很关心学生，特别是老师的朋友圈很有趣哦！十二分钟跑每圈都会给你鼓励，真的超可爱。\n\n
64774,8,陈烽,2017-12-27 05:59:53,2,4,2,老师人超好，还会给男女同学谈恋爱创造机会。。
64787,8,陈烽,2017-12-27 06:38:14,3,3,0,虽然半年，但却很不舍，大学中最好的老师之一，二陈（陈烽，陈锦辉）老师是生命中的贵人。。
64818,8,陈烽,2017-12-27 08:50:57,6,6,0,老师是一个大暖男，长得还帅，温和有耐心，会一个个认真给学生挡球，平时上课也很有趣，上课完了还会给我们讲很多道理，总是鼓励我们去运动，去爬山，去出去玩，所以疯狂为我们老师打电话!
64830,8,陈烽,2017-12-27 09:50:32,5,5,0,老师人超级好的，你的12分钟跑和体测成绩一定会比你的原有水平高。可能我上的是初级班，乒乓球没什么提高，但老师对我们真的很好，很幽默，会举行班赛。
67108,8,陈烽,2018-01-20 09:35:24,3,3,0,陈老师真的超棒！亲切又可爱，时不时还讲点儿“大学生活须知”，鼓励同学们去交朋友啥的……选上的同学请珍惜这段上课时光哦w
67432,8,陈烽,2018-01-21 07:48:52,1,2,1,老师很好给很多次考试的机会，必须赞
67461,8,陈烽,2018-01-21 08:55:12,-34,0,34,评分没有原则
67821,8,陈烽,2018-01-22 07:54:26,0,1,1,完美✨
67937,8,陈烽,2018-01-22 10:42:28,2,2,0,很棒的老师
70778,8,陈烽,2018-01-27 13:44:39,1,2,1,老师超级好了！没有正态没有正态没有正态！！
78027,8,陈烽,2018-05-09 05:14:48,-1,1,2,超好，体育这么差的我还有4.5
79019,8,陈烽,2018-05-21 01:28:26,0,1,1,老师超棒！！！大爱陈烽老师！！！对学生特别好，敲击和蔼~~
79029,8,陈烽,2018-05-21 06:00:04,2,2,0,陈老师也太好啦吧！！！好的太多一时难以说完
79629,8,陈烽,2018-06-12 00:16:59,3,4,1,想尽办法让男女同学凑在一起打球啊哈哈哈哈……老师很萌，很关心我们的交友问题(嗯)。辅导打球技巧的时候非常耐心，经常鼓励同学。有点小话唠，但是笑眯眯的就像自家长辈一样。
79853,8,陈烽,2018-06-14 10:30:10,2,3,1,老师真的炒鸡好der。选了两次老师的课嘿嘿。老师会很耐心的教你，每次上课都会一组组的指导过去，真的炒鸡炒鸡耐心。十二分钟跑也会给我们找个全操场最凉快的位置休息，每节课签到，嘻嘻其实可以补签的。上课会做一些好玩的其实是可以锻炼自己的游戏，还会交换球伴分组认识更多课上的人。每次节假日前有课老师总是会跟我们说这次放假可以去杭州的哪里玩呀，爬爬山吃吃好的，还会唠嗑说要多交朋友啊，看看风景啊。虽然球技说不上怎么样，但是真的超级感谢老师，还是从无到有进步了啊。
80245,8,陈烽,2018-06-22 15:52:37,-1,1,2,棒棒棒
82476,8,陈烽,2018-07-08 09:50:30,1,2,1,团体赛和交换球友很好玩
83244,8,陈烽,2018-07-10 03:28:34,4,4,0,选了两次老师的课，老师超好啊，可爱的大叔，每次上课都是带着笑的，很耐心，对待生活的态度超棒
83320,8,陈烽,2018-07-10 05:36:03,2,4,2,就这么说吧，不选绝对会后悔～这门体育课明亮了我的一学期啊(⁎⁍̴̛ᴗ⁍̴̛⁎)
83492,8,陈烽,2018-07-10 12:12:57,1,2,1,敲可爱的大叔，给分极好~还会教人生哲理
83562,8,陈烽,2018-07-10 15:12:09,3,3,0,满绩飘过，为老师打call
86657,8,陈烽,2018-09-18 01:20:52,4,5,1,今天第一次课，完全爱上了这个老师！人简直不要太好，第一节课讲的非常详细，超级负责任。而且超级帅真的超级帅，年轻的时候肯定不知道俘获了多少少男少女。选课就选他没错的
86731,8,陈烽,2018-09-18 07:03:13,-1,1,2,还会鼓励你们谈恋爱，顺便教导技巧！
87144,8,陈烽,2018-09-21 02:27:48,5,5,0,教谈恋爱～(￣▽￣～)~
87147,8,陈烽,2018-09-21 02:33:20,1,2,1,老师特别好(✪▽✪)
87848,8,陈烽,2018-10-15 18:54:39,1,1,0,太酷了
88410,8,陈烽,2018-10-30 09:17:36,1,2,1,陈烽老师是全zju最最最好的老师！没有之一！
90691,8,陈烽,2018-11-25 09:16:15,3,3,0,不止是最好的体育老师，个人认为可以说是浙江大学最好的老师
90779,8,陈烽,2018-11-26 04:09:12,0,1,1,超级棒
91376,8,陈烽,2018-12-07 04:10:37,57,58,1,本来想上完课再来评分的但是实在忍不住了！陈老师是天使吧！对学生真的超级温柔，会很耐心地指导，没有乒乓球基础的同学（比如我2333）也不用方的。而且陈老师上课很有趣会讲很多东西，还非常关心学生，（比如因为我衣服穿少了会来提醒我，冬天太冷了会顺便用车带我到食堂什么的）陈老师绝对天使本使啊！希望乒乓球女神保佑我以后还可以选上他的乒乓球课！
92088,8,陈烽,2018-12-26 08:15:35,2,2,0,我超爱他！
92198,8,陈烽,2018-12-27 04:04:34,2,3,1,大叔老师真的超级超级暖！上课有耐心，非常替学生着想。结课后还发长文祝新年快乐，真想四学期都上乒乓球啊！
92619,8,陈烽,2019-01-03 06:38:09,11,11,0,超级喜欢老师还有课上遇到的很多同学，老师会亲自给每个人喂球的，下学期还是老师的乒乓球ψ(｀∇´)ψ
92649,8,陈烽,2019-01-03 09:08:19,1,1,0,很贴心
92732,8,陈烽,2019-01-04 04:26:39,0,1,1,超好，很耐心的
92965,8,陈烽,2019-01-06 11:28:21,-1,1,2,老师真的很关心学生！能像朋友一样相处，上课时也会手把手教，完全不用有顾虑！能选上老师的课运气真的很好了！是理想中的老师！
93076,8,陈烽,2019-01-07 08:23:25,16,16,0,老师笑起来眼睛弯弯的，像一只狐狸(✪▽✪)超可爱
93456,8,陈烽,2019-01-10 00:55:27,3,3,0,老师真的超级赞，他会给你分析体育成绩，让你不要太担心。
93647,8,陈烽,2019-01-11 05:33:51,39,41,2,我一个上了陈烽老师乒乓球课的乒乓球迷，现在陈老师在我心中的地位直追马龙许昕(ಡωಡ)hiahiahia
96090,8,陈烽,2019-01-20 12:42:03,3,4,1,真想多遇见像这样温柔的人
97739,8,陈烽,2019-01-22 14:32:14,4,5,1,超级好的老师5555最后一节课有缘再见都要热泪盈眶了。非常温柔非常和蔼，一直笑眯眯。对大佬和对小白都很友好，没有基础也不用担心！给分也很善良嘞。平时非常关心同学们的健康问题，鼓励大家生活健康，以及促进同学之间的交流交友?
97791,8,陈烽,2019-01-22 16:15:11,1,2,1,老师真的是太棒了
97925,8,陈烽,2019-01-23 01:51:11,1,2,1,好！！
100101,8,陈烽,2019-01-25 14:59:14,0,3,3,感谢老师，大一上的第二门满绩
100271,8,陈烽,2019-01-26 01:45:16,-1,8,9,老师超好 虽然话多了一点但是很负责
101022,8,陈烽,2019-01-27 09:21:41,-1,1,2,特别好
101285,8,陈烽,2019-01-28 03:18:50,4,4,0,老师超棒
101595,8,陈烽,2019-01-28 14:15:46,10,10,0,别的不重复了，机缘巧合加了老师的微信，他的朋友圈充满着朝气与感恩，人品是真的好(✪▽✪)
101688,8,陈烽,2019-01-29 01:12:02,7,8,1,陈老师真的超！级！好！！！本来以为自己会卡绩都被调分了！开心！老师上课也很认真，体育辅导课还教我们打太极（虽然一直没怎么学会，但是还是觉得有点好玩）上体育课的时候会聊一些人生哲理，择偶观念之类的（哈哈哈反正我觉得还挺好），日常踩点到老师也很宽容，希望还能选上陈老师的课！
103750,8,陈烽,2019-03-05 03:43:45,8,8,0,这也太暖男太温柔了8！！！
104605,8,陈烽,2019-03-25 05:05:48,5,5,0,我宣布陈老师是我男神，好温柔好负责好细心一老师！赶早八点的课总是迟几分钟也很宽容！（老师对不起我以后一定努力早起……）
105157,8,陈烽,2019-04-05 11:42:19,2,4,2,每一次老师的微信都会感动到我，每一次老师的专项辅导课都让我很愉快。唯愿上天眷顾，让我下学期选上老师的乒乓球课叭(^^)老师真的很关心学生，太棒辽！
107548,8,陈烽,2019-05-06 11:32:36,4,6,2,摊上一个会说“早上就想说了，今天嘴唇颜色很好看鸭”的老师，我算是栽了哈哈哈。认真地说，生活中很难遇到这样的人，在我眼里陈老师是那种真正懂得生活哲学的人。选这门课，你可能学不到很多乒乓球技巧，毕竟一个班这么多人，而且乒乓球主要还是靠自己练，但你绝对不会后悔！
108062,8,陈烽,2019-05-14 02:49:13,7,8,1,怎么没有100分！！夸爆好吗！！平时每节课都会给我们讲热身运动的重要性，节假日给我们推荐值得去的景点，上课给我们拍照，热心地让我们男女生多交流hhhhhh简直了。上课打球即使很垃圾也会耐心地给我讲解帮我喂球，12分钟跑也不强求我们...为什么最后一次体育课才遇见陈烽老师555（幸好最后一次体育课有幸遇见陈老师）。学弟学妹还不疯狂选择陈老师的乒乓球课！！
108872,8,陈烽,2019-06-03 11:54:52,2,3,1,老师真的超级超级好的 对大家都非常非常和蔼可亲 现在选课最大的难受就是再也没有这么好的运气再选上一次了 陈烽老师的课真的可遇不可求（当然还是要尽量去求）555好难过这学期的课要结束了！！！我还想常常找老师聊天（老师超级有趣的！）
108873,8,陈烽,2019-06-03 11:54:55,1,3,2,老师人超级好！关心学生还会跟学生谈人生！每次上他的课都是一种享受！从此爱上了乒乓球！还会夸学生某天穿的衣服或者鞋子好看orz遇到过最可爱的体育老师没有之一！！
108898,8,陈烽,2019-06-04 01:10:27,0,1,1,老师真的太关心学生了，会想办法给你提高成绩，并且总是笑着，笑起来真的特别亲切。是我上到现在最好的乒乓球老师。
108911,8,陈烽,2019-06-04 06:30:51,3,3,0,我又要来吹爆陈老师！这个学期欧气不足，没选上陈老师的课，但是刚刚陈老师给我们考试的时候，念到我的名字，非常和蔼面带笑容地和我说：我们有半年没见了。呜呜呜，老师真的很好！选上陈老师的课，一定要珍惜！
108993,8,陈烽,2019-06-05 06:45:20,1,2,1,优秀，没的说
109343,8,陈烽,2019-06-13 07:04:56,2,2,0,老师人很好，叫的也很认真\n\n
109406,8,陈烽,2019-06-14 02:52:02,-1,1,2,老师特别好，特别有涵养！
110247,8,陈烽,2019-06-25 04:55:10,3,3,0,告诉你去哪玩
110601,8,陈烽,2019-06-27 15:03:36,5,6,1,我下学期选上了陈老师的体育辅导课都高兴得一批，你们自己感受感受kkk
111465,8,陈烽,2019-07-01 15:48:15,3,4,1,啊啊啊啊陈烽老师我爱你啊啊啊啊啊！！！人超级nice对学生超温柔，上课也很轻松愉快，零基础也能学会，老师会一对一教学，不懂可以问，老师真的一学期能记住同学呜呜呜十二分钟跑还一直鼓励同学我爱了，就这么说我超烂，之前体育超差，这次4.8{基本班里都是5和4.8了，实在太温柔了我好爱呜呜呜男神
111504,8,陈烽,2019-07-01 23:35:58,1,2,1,超好的老师\n\n
111905,8,陈烽,2019-07-03 02:26:39,0,2,2,室友的推荐选了陈烽老师的乒乓球（初级班）真的超棒，老师人很好会和你练球，也能记住每个人的名字。如果有乒乓球基础，乒乓球专项几乎可以满分，满绩很多。没有基础的只要认真点拿个4.8或者满绩也不难～一学期体育课下来既提高了技术，又拿到了好的成绩，推荐陈烽老师！
112976,8,陈烽,2019-07-05 17:10:55,1,2,1,怎么会有这么好的老师！！！！！
113192,8,陈烽,2019-07-06 01:24:24,0,1,1,老师很好，都是我错过了理论考，有4.2很满足了
113612,8,陈烽,2019-07-07 01:14:02,1,3,2,男神，不解释。
115381,8,陈烽,2019-07-20 08:10:35,3,3,0,如果我能成为老师，一定要成为这样的老师
116351,8,陈烽,2019-09-09 01:07:15,2,3,1,老师很有意思，喜欢东拉西扯
116362,8,陈烽,2019-09-09 15:40:53,8,9,1,"上课教你要在大学前2年找对象的体育老师还有谁？\n\n""大学下手要趁早"""
116363,8,陈烽,2019-09-09 15:40:53,4,5,1,"上课教你要在大学前2年找对象的体育老师还有谁？\n\n""大学下手要趁早"""
116415,8,陈烽,2019-09-10 04:10:28,-1,0,1,超好！神仙老師！
117379,8,陈烽,2019-09-23 14:00:34,2,2,0,和蔼可亲，专业教学
117537,8,陈烽,2019-09-25 15:07:14,1,1,0,超级向往陈老师的心态和生活方式～
118471,8,陈烽,2019-10-27 11:11:38,2,2,0,陈老师是天使！
120387,8,陈烽,2019-12-02 09:35:38,6,7,1,陈烽老师真的很好很好很好啊！零基础上他的乒乓球初级班，老师真的很照顾，会手把手地教。而且人也很幽默经常开开玩笑讲讲冷笑话什么的，很爱学生的好老师！www爱死他了 你们都不要跟我抢！
120391,8,陈烽,2019-12-03 01:45:42,3,4,1,人超级好，必须满分！
120799,8,陈烽,2020-01-17 09:13:27,0,1,1,绩点救星
122196,8,陈烽,2020-02-20 01:52:38,4,5,1,敲敲打打了很多字，还是全部删掉了…自己语言比较匮乏，描述不了陈烽老师有多好。他真的太好太好了。
122323,8,陈烽,2020-02-24 06:34:41,4,5,1,老师真的绝了好 大学的第一个满绩 横看竖看都好 就是课太太太难选课 新学期选不上他的课好难受呜呜呜 and十二分钟的安排超级合理👍🏻神仙老师
